,lng,lat,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
3098,16.52783109659695,59.564422244246714,2021-05-04T10:59:27.000000Z,,1458s75hMn2ANzhRLAnyZeQ1YpKHt7Tak7XG5rwbHK3E5TJnY5F,1,oblong-grey-newt,8c088682d403dff,,830280,28.0,11.0,830228,838837,11PhkxBRa6SXjKTj32RdDhbU9jwPNvmL1rgPScfT8VwHJWTkmG6,Cronstedtsvägen,Västmanlands län,SE,Västerås SV,Cronstedtsvägen,Västmanlands län,Sweden,Västerås SV,dsOkc3RlcsOlcyBzdnbDpHN0bWFubGFuZHMgbMOkbnN3ZWRlbg,offline,['/ip4/79.102.184.228/tcp/44158'],1.0
3219,13.006768173842373,55.57584966769071,2021-05-03T22:22:54.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,prehistoric-khaki-frog,8c1f05b862e09ff,,834991,12.0,0.0,829669,838837,112VHEsBmVFs18HMJMZwmKbBUezQJntjmRXRhX4Gkni7sVwATwBU,Snäckgatan,Skåne län,SE,Fosie,Snäckgatan,Skåne län,Sweden,Fosie,Zm9zaWVza8OlbmUgbMOkbnN3ZWRlbg,offline,,
3288,17.65252305175936,59.87502632671447,2021-05-03T19:49:16.000000Z,1.0,14RkpPD2eA8tpRzDQeF5VS4X3G856mrv2BnVeu86H5A8d5a7moZ,1,flat-berry-bat,8c0880d8a0aa9ff,838832.0,838832,28.0,5.0,829602,838837,11L1482z2ee4j3aDhmrXwbnykvNLCBAGTGv7CEw98dZsGtc9dW1,Bellmansgatan,Uppsala län,SE,Löten,Bellmansgatan,Uppsala län,Sweden,Löten,bMO2dGVudXBwc2FsYSBsw6Ruc3dlZGVu,online,['/ip4/80.217.110.53/tcp/44158'],838782.0
3348,12.93931091821437,57.74743161070433,2021-05-03T18:19:48.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,blunt-iris-raccoon,8c08b68aa956bff,838825.0,838825,28.0,4.0,829545,838837,11gUyyNzNu57mXNNJpeuaM7uwkzS9ymqEsGRCjhowDWfo9csV4n,Tomtegatan,Västra Götalands län,SE,Sjöbo,Tomtegatan,Västra Götalands län,Sweden,Sjöbo,c2rDtmJvdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/112sVBYyv4LY5RW1WYhzkA4eteGyMLxSRDSjtghVZvSEWb5bFzzn/p2p-circuit/p2p/11gUyyNzNu57mXNNJpeuaM7uwkzS9ymqEsGRCjhowDWfo9csV4n'],838697.0
3391,11.970431850183505,57.68396380168736,2021-05-03T17:30:32.000000Z,1.0,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,unique-tangerine-sidewinder,8c1f25068a013ff,838696.0,838746,12.0,0.0,829510,838837,11Ep4qZyiwoezc6kizctMSp8JB7EQux28U4JSE4FZJ97sJNxAQK,Doktor Bondesons Gata,Västra Götalands län,SE,Guldheden,Doktor Bondesons Gata,Västra Götalands län,Sweden,Guldheden,Z3VsZGhlZGVudsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/100.65.85.12/tcp/44158'],838764.0
3398,12.900836585461711,57.719215751756195,2021-05-03T17:09:02.000000Z,0.3333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,skinny-taupe-ostrich,8c08b68a34269ff,838683.0,838825,28.0,8.0,829491,838837,1126cppHKuTpSBEsioQ5VXWHsqbBgAMr3tUcKzca9zHQ6K45xizv,Fjällgatan,Västra Götalands län,SE,Byttorp,Fjällgatan,Västra Götalands län,Sweden,Byttorp,Ynl0dG9ycHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/46.194.161.24/tcp/44158'],838712.0
3411,18.173752384546738,59.36755013106224,2021-05-03T16:38:00.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,cuddly-garnet-bull,8c08866e1c1b7ff,,829513,12.0,0.0,829463,838837,1126TkiPwofT5Ms6n8htJc3FJtpKix7ZZDB8s4mPBtvKoJDKvse,Elfviksvägen,Stockholms län,SE,Ruboda,Elfviksvägen,Stockholms län,Sweden,Ruboda,cnVib2Rhc3RvY2tob2xtcyBsw6Ruc3dlZGVu,offline,,1.0
3424,12.945083163750015,57.70688979175026,2021-05-03T16:23:06.000000Z,,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,2,joyful-coffee-chinchilla,8c08b6880dae9ff,,834528,28.0,0.0,829447,838837,112VczRh3aFw2JaUbeeSgbPPZCD43xiGNVHhJPeksE7idyPZTzGQ,Lars Kaggsgatan,Västra Götalands län,SE,Göta,Lars Kaggsgatan,Västra Götalands län,Sweden,Göta,Z8O2dGF2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,offline,,830181.0
3436,18.132725137255278,59.27507927988218,2021-05-03T16:00:39.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,wonderful-myrtle-snail,8c08866abc189ff,,829478,12.0,0.0,829428,838837,112te275Fb5aWMXHhEotBuAZEVsaWEJnH8wZPsk24ra5mnBZ8KMa,Rusthållarvägen,Stockholms län,SE,Bagarmossen,Rusthållarvägen,Stockholms län,Sweden,Bagarmossen,YmFnYXJtb3NzZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,offline,,
3454,11.985499275273076,57.680066726194276,2021-05-03T15:35:50.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,cheery-emerald-piranha,8c1f25069cd19ff,,829452,12.0,0.0,829401,838837,11bVXJaWh8SuNHMB1vGb4GesbZLaV6DMWMAqy8uaTKs3AC9axVA,Gibraltargatan,Västra Götalands län,SE,Krokslätt,Gibraltargatan,Västra Götalands län,Sweden,Krokslätt,a3Jva3Nsw6R0dHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,offline,,
3461,12.979765985584407,57.72168707740773,2021-05-03T15:21:12.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,vast-blonde-kitten,8c08b6881598bff,838784.0,838834,28.0,22.0,829385,838837,11Wsjf6Z3fd2BQdtx5s36ctQNX8aYSrbW7ThRnPjN4ytzDCCesG,Hulta,Västra Götalands län,SE,Hulta,Hulta,Västra Götalands län,Sweden,Hulta,aHVsdGF2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/46.194.62.126/tcp/44158'],838806.0
3519,12.952637227333526,57.758131816390225,2021-05-03T13:59:13.000000Z,0.5,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,zesty-linen-osprey,8c08b68a86f59ff,838810.0,838810,28.0,2.0,829298,838837,1126sLgZqGikdruBzSpsfhmvxFAbx8savCVZkrGX3UvynuiHVmW5,Vattenverksgatan,Västra Götalands län,SE,Sjöbo,Vattenverksgatan,Västra Götalands län,Sweden,Sjöbo,c2rDtmJvdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/46.194.52.157/tcp/44158'],838719.0
3537,12.949123021071186,57.75658123747338,2021-05-03T13:37:32.000000Z,0.5,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,late-fiery-swallow,8c08b68a878b1ff,838730.0,838780,28.0,9.0,829272,838837,11GsKUynTMi3pRQFWQb5Z6ykrS1BBPCWPG14zYjDKSN545PsNiG,Ekängsgatan,Västra Götalands län,SE,Sjöbo,Ekängsgatan,Västra Götalands län,Sweden,Sjöbo,c2rDtmJvdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/112WzFvZFktJH9CPAiPAgXDa7ayvWtAgZvN4NStSzgtNVeFL7Mra/p2p-circuit/p2p/11GsKUynTMi3pRQFWQb5Z6ykrS1BBPCWPG14zYjDKSN545PsNiG'],838706.0
3549,12.90567094543566,57.7182348247692,2021-05-03T12:53:27.000000Z,0.3333282470703125,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,steep-latte-cormorant,8c08b68a34a89ff,838636.0,838686,28.0,7.0,829224,838837,113KsdpjPHYMrSPuCZ2e9xuQ9GfdRQcVEEvmnEqRLBsiMSNwDCz,Tollstorpsgatan,Västra Götalands län,SE,Byttorp,Tollstorpsgatan,Västra Götalands län,Sweden,Byttorp,Ynl0dG9ycHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/46.194.142.102/tcp/44158'],838783.0
3567,12.943462574296253,57.71413580823959,2021-05-03T11:39:01.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,immense-amber-bat,8c08b68808361ff,838803.0,838820,28.0,7.0,829143,838837,117acWQdyPvZQK3Yoi2fxk8q37panqf4rvPxtT2XyPa8yfPmTzg,Kellgrensgatan,Västra Götalands län,SE,Göta,Kellgrensgatan,Västra Götalands län,Sweden,Göta,Z8O2dGF2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/46.194.185.58/tcp/44158'],838663.0
3575,12.954926812490713,57.707690232062525,2021-05-03T11:05:25.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,expert-lemon-crane,8c08b6880cd2dff,838681.0,838829,28.0,4.0,829105,838837,1124pa7Mb7AVgPBxyrAukVszK8BrKdvmWiebjH9nhfeT4LCndbh,Söderkullagatan,Västra Götalands län,SE,Trandared,Söderkullagatan,Västra Götalands län,Sweden,Trandared,dHJhbmRhcmVkdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,"['/ip4/46.194.128.242/tcp/44158', '/ip4/46.194.14.20/tcp/44158', '/ip4/46.194.15.11/tcp/44158', '/ip4/46.194.48.173/tcp/44158']",838782.0
3582,12.928046396580692,57.72400417243704,2021-05-03T10:36:34.000000Z,0.8333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,future-maroon-lynx,8c08b6885c2bdff,838644.0,838694,28.0,7.0,829074,838837,11im71Dnk4vAJPDSsWF8ydkmfuXDdsC3AsGB9kMtQkPZQMKjuos,Alingsåsvägen,Västra Götalands län,SE,Norrby,Alingsåsvägen,Västra Götalands län,Sweden,Norrby,bm9ycmJ5dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/46.194.182.239/tcp/44158'],838697.0
3594,12.95197870275631,57.7340436987321,2021-05-03T09:53:54.000000Z,0.8333282470703125,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,damp-pink-armadillo,8c08b68852e43ff,838777.0,838827,28.0,0.0,829030,838837,112pr4HETTqU1ieebiwEDEDGznx3Pf6myfPkC1Qt4zyJur7owi9N,Tomasgatan,Västra Götalands län,SE,Norrmalm,Tomasgatan,Västra Götalands län,Sweden,Norrmalm,bm9ycm1hbG12w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/p2p/11BTo2mWFctweoyCqZVxBMwapEtb41iQ2XdsGPhfPTc1bSf1qxH/p2p-circuit/p2p/112pr4HETTqU1ieebiwEDEDGznx3Pf6myfPkC1Qt4zyJur7owi9N'],838786.0
3726,13.547667483242993,58.16659019186777,2021-05-02T15:26:58.000000Z,0.625,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,late-fuzzy-whale,8c08b6a58ca19ff,838708.0,838778,28.0,8.0,827959,838837,11hf6EdFyGLFd1F4VLNDuTa9PiviENYz78zxTJeMhpPXBHjJm3k,Valkyriagatan,Västra Götalands län,SE,Dotorp-Ranten,Valkyriagatan,Västra Götalands län,Sweden,Dotorp-Ranten,ZG90b3JwLXJhbnRlbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/188.148.70.188/tcp/44158'],838777.0
3732,13.56567100804753,58.16075029713939,2021-05-02T13:55:59.000000Z,1.0,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,oblong-cornflower-jaguar,8c08b6a5a8085ff,838620.0,838809,28.0,2.0,827864,838837,11NFADBviMr3MCLXW7X7kmyjdKgo3kaWryND1ZNCjThCgvh2fiF,Fagerängsgatan,Västra Götalands län,SE,Gamla Stan-Östertull,Fagerängsgatan,Västra Götalands län,Sweden,Gamla Stan-Östertull,Z2FtbGEgc3Rhbi3DtnN0ZXJ0dWxsdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/78.72.149.176/tcp/44158'],838793.0
3736,13.400495603989405,57.77008019500867,2021-05-02T12:46:58.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,clumsy-zinc-piranha,8c08b60256ce5ff,838699.0,838749,28.0,0.0,827794,838837,112hte2xN4NnpafJDVuPoMtGdg9RnMMvU22pwtWx1sMVxtfLxLLG,,Västra Götalands län,SE,Skottek,,Västra Götalands län,Sweden,Skottek,c2tvdHRla3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112M9ajQvowyzJduoYcwyZ3CqVCdi1H3WmPMJq58svcXydmVcGzT/p2p-circuit/p2p/112hte2xN4NnpafJDVuPoMtGdg9RnMMvU22pwtWx1sMVxtfLxLLG'],838777.0
3752,18.148499740334714,59.37445073354332,2021-05-02T08:37:14.000000Z,,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,1,stale-powder-meerkat,8c08866e53a1dff,829962.0,830012,23.0,0.0,827565,838837,112qMDUQPM9DCfaeUW2uMkdHwwH4bFfawJHWN1kbWTNnHYiRcd5T,Vesslevägen,Stockholms län,SE,Näset,Vesslevägen,Stockholms län,Sweden,Näset,bsOkc2V0c3RvY2tob2xtcyBsw6Ruc3dlZGVu,offline,,829966.0
3754,18.148499740334714,59.37445073354332,2021-05-02T08:25:14.000000Z,0.142852783203125,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,1,cheesy-hazel-okapi,8c08866e53a1dff,829998.0,837823,23.0,0.0,827551,838837,112c7ABwvCNjHT6ZV96LgWM62c1sWdo3LbW5eQbDTzUhQXzGJHF5,Vesslevägen,Stockholms län,SE,Näset,Vesslevägen,Stockholms län,Sweden,Näset,bsOkc2V0c3RvY2tob2xtcyBsw6Ruc3dlZGVu,offline,,829992.0
3859,17.649167377669656,59.86314254582027,2021-05-01T12:06:30.000000Z,1.0,14RkpPD2eA8tpRzDQeF5VS4X3G856mrv2BnVeu86H5A8d5a7moZ,1,merry-mahogany-loris,8c0880d999317ff,838796.0,838799,28.0,12.0,826347,838837,112e8tpcAA3h5oRmAHGKZMkEN7J8mSfBRS2iyRxhs3KLgK1qvqPR,Vaksalagatan,Uppsala län,SE,Fålhagen,Vaksalagatan,Uppsala län,Sweden,Fålhagen,ZsOlbGhhZ2VudXBwc2FsYSBsw6Ruc3dlZGVu,online,['/p2p/115DA1CRV9vBNPz1FtugWEvUzje963WoKVR5nBKErz6zg8YdL28/p2p-circuit/p2p/112e8tpcAA3h5oRmAHGKZMkEN7J8mSfBRS2iyRxhs3KLgK1qvqPR'],838540.0
3873,16.53172253619241,59.619804699545156,2021-05-01T09:46:59.000000Z,1.0,1458s75hMn2ANzhRLAnyZeQ1YpKHt7Tak7XG5rwbHK3E5TJnY5F,1,amateur-sage-mantaray,8c08869598521ff,838601.0,838804,28.0,2.0,826188,838837,11D3cn3KV6QnR3ihNPEcok87xJ4ZQcGJHeWfB7ZzmpC6ZhKoftw,Flodinsgatan,Västmanlands län,SE,Blåsbo,Flodinsgatan,Västmanlands län,Sweden,Blåsbo,YmzDpXNib3bDpHN0bWFubGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/37.2.54.109/tcp/44158'],838777.0
4065,18.021056585715975,59.326496244285536,2021-04-30T19:00:00.000000Z,0.2717437744140625,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,real-olive-alpaca,8c088661c929dff,838696.0,838825,12.0,0.0,825323,838837,11KEjQu9YGAHfRJ6z3NoKbtnrWEfMXyttk6suvwxLYPTpRdAEEV,Fyrverkarbacken,Stockholms län,SE,Kungsholmen,Fyrverkarbacken,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/158.174.197.116/tcp/44158'],838734.0
4084,13.556111234691596,58.17654458991873,2021-04-30T18:22:55.000000Z,0.625,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,ancient-blue-scallop,8c08b6a58ab27ff,838685.0,838738,28.0,0.0,825293,838837,11tg3SxhKa5Bxt3qcMVcYWMx3YT7q7VRmkZ5KPav4eQhQArq5FZ,Olof Andersgatan,Västra Götalands län,SE,Dotorp-Ranten,Olof Andersgatan,Västra Götalands län,Sweden,Dotorp-Ranten,ZG90b3JwLXJhbnRlbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/46.194.47.3/tcp/44158'],838810.0
4108,13.536451255936113,58.16721878882374,2021-04-30T17:50:54.000000Z,1.0,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,mini-pistachio-locust,8c08b6a5c69c9ff,838792.0,838809,28.0,0.0,825268,838837,112F3kiQ9WZoKW5UVuJQJ8iGiDm2NVEoQyQsCuobXgsnx8mekUPg,Göteborgsvägen,Västra Götalands län,SE,Bestorp-Anneborg,Göteborgsvägen,Västra Götalands län,Sweden,Bestorp-Anneborg,YmVzdG9ycC1hbm5lYm9yZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/46.194.179.143/tcp/44158'],838795.0
4115,12.999473953990972,57.72948048986495,2021-04-30T17:35:38.000000Z,1.0,14dEpxfVrd6EreHuS9HGufFojuFfbvd8EC2nVskL4ZdiArJ6QSf,1,energetic-bamboo-mole,8c08b68816db7ff,838645.0,838695,28.0,0.0,825255,838837,112YUoH4admAofVDyAW6ZQZN6yB9YLkqTNDjeUJWJvQnX8odvf7Z,Syréngatan,Västra Götalands län,SE,Brämhult,Syréngatan,Västra Götalands län,Sweden,Brämhult,YnLDpG1odWx0dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/79.136.121.194/tcp/44158'],838691.0
4124,15.671955262590709,58.38994953321298,2021-04-30T17:16:47.000000Z,0.5,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,ancient-viridian-woodpecker,8c08b3c3585b5ff,838752.0,838802,12.0,0.0,825240,838837,112pNZLMnA4RSVKHCEDFk6Mpbq5w5LnB7c7cxxY8q3NiDvsrPgcp,Koboltstigen,Östergötlands län,SE,Johannelund,Koboltstigen,Östergötlands län,Sweden,Johannelund,am9oYW5uZWx1bmTDtnN0ZXJnw7Z0bGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/31.208.129.236/tcp/44158'],838800.0
4155,15.635913789997288,58.40358618162524,2021-04-30T16:32:15.000000Z,1.0,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,ambitious-clay-donkey,8c08b3d192f29ff,838605.0,838829,12.0,0.0,825206,838837,11jRGVbjmobPsE1PWEh57pvHf5v8w2Wtr7U3jew8dWFrgqUhUcF,Atlasgatan,Östergötlands län,SE,Hejdegården,Atlasgatan,Östergötlands län,Sweden,Hejdegården,aGVqZGVnw6VyZGVuw7ZzdGVyZ8O2dGxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/112tdN7vpDDYZNDtvrZ7WN2MnQGcxKHTnWEzFBjupFYqkhVPURhy/p2p-circuit/p2p/11jRGVbjmobPsE1PWEh57pvHf5v8w2Wtr7U3jew8dWFrgqUhUcF'],838663.0
4161,15.690034186753781,58.38355922401292,2021-04-30T16:25:38.000000Z,,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,brisk-brown-whale,8c08b3c357139ff,,825251,12.0,0.0,825201,838837,112EhA9aBGrQuuPchEqpafECeWr9oGMc3C9dWoxXexcXCATM5WCH,Kvinnebyvägen,Östergötlands län,SE,Hjulsbro,Kvinnebyvägen,Östergötlands län,Sweden,Hjulsbro,aGp1bHNicm_DtnN0ZXJnw7Z0bGFuZHMgbMOkbnN3ZWRlbg,offline,['/ip4/31.208.129.236/tcp/44159'],835302.0
4170,17.968727791202383,59.3747037931085,2021-04-30T16:15:22.000000Z,1.0,13H9ykhRaWw8AVEMqf7rV6Fn9fnLXxZ6G98JEdsA1gdcJKYqQYW,1,quiet-pineapple-shetland,8c088662ab249ff,838729.0,838779,12.0,0.0,825192,838837,112LSXFaDbTGiWUB79K5jbLeHz61CFoLapt1xNYqex9w9k8PCEXM,Lötsjövägen,Stockholms län,SE,Hallonbergen,Lötsjövägen,Stockholms län,Sweden,Hallonbergen,aGFsbG9uYmVyZ2Vuc3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/ip4/83.249.43.32/tcp/44158'],838736.0
4188,13.5405623760838,58.182886634623664,2021-04-30T15:55:04.000000Z,1.0,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,1,curly-rosewood-gerbil,8c08b6a5d4755ff,838752.0,838802,28.0,10.0,825177,838837,117QtrocpUQHJZjJBF7Cw2Sb3abzZEAm59KKwfoFCr1tddyGcgM,Mössebergsgatan,Västra Götalands län,SE,Bestorp-Anneborg,Mössebergsgatan,Västra Götalands län,Sweden,Bestorp-Anneborg,YmVzdG9ycC1hbm5lYm9yZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11fiPe1PoAWMLTR6zKeYnDQqqcScFfUf4vonhDjHd7EuPj6FBZq/p2p-circuit/p2p/117QtrocpUQHJZjJBF7Cw2Sb3abzZEAm59KKwfoFCr1tddyGcgM'],838689.0
4470,12.940157947974386,57.72357074532681,2021-04-29T18:40:49.000000Z,0.8333282470703125,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,tricky-powder-gecko,8c08b688555c1ff,838662.0,838712,28.0,0.0,824009,838837,112thpTeaBrxYtGqQXgFnHyPxTwWTajDfFCjdzYwyQmhxABGoEhY,Yxhammarsgatan,Västra Götalands län,SE,Centrum,Yxhammarsgatan,Västra Götalands län,Sweden,Centrum,Y2VudHJ1bXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11WtHa2dVP96zh21QBbX43bkh99tz9EXhDeSJmt4aog4PM8XWZ8/p2p-circuit/p2p/112thpTeaBrxYtGqQXgFnHyPxTwWTajDfFCjdzYwyQmhxABGoEhY'],838753.0
4502,12.973529331250154,57.73002059518648,2021-04-29T17:52:25.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,active-vinyl-raccoon,8c08b68811185ff,838726.0,838778,28.0,8.0,823973,838837,11Yqs95ympo8rNqVnqdS1ouc2yTRDxvomGGUvwhTg8LcS2yzZ2v,Kapplandsgatan,Västra Götalands län,SE,Centrum,Kapplandsgatan,Västra Götalands län,Sweden,Centrum,Y2VudHJ1bXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11yUvCUMN8NpQBfh8A85zVMt8Fv5vrAbp4aDK7X4rm7Jn4aZduy/p2p-circuit/p2p/11Yqs95ympo8rNqVnqdS1ouc2yTRDxvomGGUvwhTg8LcS2yzZ2v'],838735.0
4514,13.557085991840502,58.15998382328843,2021-04-29T17:37:41.000000Z,1.0,13tz7DnGnantw8znr5341HB2Z3AJjQsXBbGi7YQc2D3BCLAUMDf,1,clean-viridian-cougar,8c08b6a5a923dff,838818.0,838836,28.0,2.0,823959,838837,11mpBnoYMpwBrLTGd14EgpJTQxbmuL6QEry9EgUxtAQJCmfgw4t,Petter Ryttnings väg,Västra Götalands län,SE,Gamla Stan-Östertull,Petter Ryttnings väg,Västra Götalands län,Sweden,Gamla Stan-Östertull,Z2FtbGEgc3Rhbi3DtnN0ZXJ0dWxsdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/78.66.63.117/tcp/44158'],838777.0
4531,12.97819380209041,57.71589535629533,2021-04-29T17:02:00.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,icy-khaki-capybara,8c08b6883916dff,838806.0,838820,28.0,3.0,823928,838837,112cPSzKeAdysSHxvWzTnxEzCgHpcZwanwm6o5XF3tQX6mkRzs28,Vallängsgatan,Västra Götalands län,SE,Hulta,Vallängsgatan,Västra Götalands län,Sweden,Hulta,aHVsdGF2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/ip4/46.194.168.184/tcp/44158'],838777.0
4549,12.965689657649245,57.713461095358475,2021-04-29T16:29:26.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,little-paisley-hedgehog,8c08b68800d15ff,838728.0,838778,28.0,0.0,823892,838837,112mvyUDG6JzDEzjdKDx5aFZVJxeGjCR479go5cCwQJTwF3bc2dH,Trandareds Ring,Västra Götalands län,SE,Trandared,Trandareds Ring,Västra Götalands län,Sweden,Trandared,dHJhbmRhcmVkdsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/112Dvg9dqzo2jhaWzYMwKySLobVmkSm6a3LUDiGadmRbEucqnZPD/p2p-circuit/p2p/112mvyUDG6JzDEzjdKDx5aFZVJxeGjCR479go5cCwQJTwF3bc2dH'],838694.0
4572,12.935467519840579,57.70720509692048,2021-04-29T15:53:21.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,furry-shamrock-nightingale,8c08b68846b41ff,838758.0,838825,28.0,3.0,823857,838837,11dZNkFv4d3vYuxgXbPmZtjBrCcdtPQeP2ammQ3rSdf3VFhC4UC,Fredriksborgsbacken,Västra Götalands län,SE,Göta,Fredriksborgsbacken,Västra Götalands län,Sweden,Göta,Z8O2dGF2w6RzdHJhIGfDtnRhbGFuZHMgbMOkbnN3ZWRlbg,online,['/p2p/112epEzTyfycUNuZnbaVnWC5CvhzaXRRnyU4GKR5tR7znWtyxsXV/p2p-circuit/p2p/11dZNkFv4d3vYuxgXbPmZtjBrCcdtPQeP2ammQ3rSdf3VFhC4UC'],838676.0
