,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,lng,lat,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
16286,2020-11-14T20:00:05.000000Z,0.8333282470703125,14DXurfTM8ZRek6msvJWNGzpzCV836cu31Xw67zf8QJG9UtfQLV,1,best-wintergreen-bee,8c1f05b84380dff,819573.0,819623,12.0,0.0,589007,819639,1123uHKwytR5n6gApXZKa5eZNP5yQ1ZZ5HnQeHw2fhuwZEd54dkC,13.015931065952799,55.59406135143987,Falsterbogatan,Skåne län,SE,Malmö,Falsterbogatan,Skåne län,Sweden,Malmö,bWFsbcO2c2vDpW5lIGzDpG5zd2VkZW4,online,['/ip4/85.224.96.240/tcp/56317'],819627.0
16533,2020-11-09T16:07:41.000000Z,1.0,13aQeF2Rrg7KaAcAeU9ukuQ8mioLbo2pRrpNsUB4sMPZf9v13Rc,1,ancient-mauve-narwhal,8c1f05b102287ff,819493.0,819543,12.0,0.0,581642,819639,112t6GJJs6Pk8UEXr77EZCo7w36yvURZmK3ocXv3KCJQB7u9DuD6,13.091363153693035,55.664794931468656,Lingongatan,Skåne län,SE,Lomma,Lingongatan,Skåne län,Sweden,Lomma,bG9tbWFza8OlbmUgbMOkbnN3ZWRlbg,online,['/p2p/1127sthKbAsptk9HB35WQviXPdGHkRgPheYSS3Ez4nRUSfbPtkvf/p2p-circuit/p2p/112t6GJJs6Pk8UEXr77EZCo7w36yvURZmK3ocXv3KCJQB7u9DuD6'],819612.0
16607,2020-11-07T21:24:07.000000Z,1.0,14jKSEr49tLco8TLFDoe2mKWWPiiZUpTJP7c1sauA6EfSU11bXM,1,strong-chili-opossum,8c088678a76e5ff,819597.0,819619,12.0,0.0,578966,819639,116tq2o76udkh2hS5ywrpQBckAdgWGhEdRhikwXTXCARqu5wahg,17.95238394512157,59.24564078672352,Tjäderspelsvägen,Stockholms län,SE,Fullersta,Tjäderspelsvägen,Stockholms län,Sweden,Fullersta,ZnVsbGVyc3Rhc3RvY2tob2xtcyBsw6Ruc3dlZGVu,online,['/ip4/188.149.188.137/tcp/44158'],819613.0
16730,2020-11-05T15:07:10.000000Z,0.641021728515625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,cool-lilac-corgi,8c088661d4a67ff,819359.0,819476,12.0,0.0,575553,819639,112kc96yvkrWjym6PpJJqzkansWUhhGmAoE3Pc66sUisDvVrwfiA,18.065099510301625,59.330627270341225,Drottninggatan,Stockholms län,SE,Norrmalm,Drottninggatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/80.216.13.252/tcp/15506'],819618.0
17657,2020-10-30T07:29:20.000000Z,1.0,132F1Ad16kiwoBQ77kw3yMCUdnyTBi3xxgEyC1nXxNsbpRxuZ1K,2,mysterious-iron-crab,8c08f62cec451ff,819434.0,819484,12.0,0.0,565975,819639,11B3w7ixQEEPdyhuJDLtceEXg4qUzcJCLv5PVzBSQJUkn3Y7hjH,20.299032256700443,63.81342045715797,Gluntens väg,Västerbottens län,SE,Ålidhem,Gluntens väg,Västerbottens län,Sweden,Ålidhem,w6VsaWRoZW12w6RzdGVyYm90dGVucyBsw6Ruc3dlZGVu,online,['/ip4/87.96.151.71/tcp/56801'],819614.0
17806,2020-10-29T17:21:22.000000Z,1.0,132rjofoPRZ86KxfvhasuDjNFcej7Lm1oGq8x4oRviJUCkwAuzA,1,wild-paisley-corgi,8c08f62ce99bdff,819423.0,819476,12.0,0.0,565055,819639,11phhLEBkrehUWTzJ2F9SNVxTaGLvg9fpwKwAsSs6wBEhZrMjZb,20.293265545068234,63.81450108785943,Hoppets gränd,Västerbottens län,SE,Ålidhem,Hoppets gränd,Västerbottens län,Sweden,Ålidhem,w6VsaWRoZW12w6RzdGVyYm90dGVucyBsw6Ruc3dlZGVu,online,['/p2p/112sqRJxsiieQ4paGtidaGoNtEyZHSxK9vUQprzMZFQcobipUTuA/p2p-circuit/p2p/11phhLEBkrehUWTzJ2F9SNVxTaGLvg9fpwKwAsSs6wBEhZrMjZb'],819614.0
18080,2020-10-24T09:52:53.000000Z,1.0,14SiXdBfQT15p43yGuHRFwg9ynP3Fx8ELErkbAUH9H326mGtrA4,1,kind-saffron-urchin,8c0880d8aa369ff,819501.0,819560,12.0,0.0,556668,819639,112HhcdQytMGmT1sXfBYiJkR5JJy9iPDhuCNcsdte8QK4owsbcDr,17.644522187303426,59.881914288406556,Dagermansgatan,Uppsala län,SE,Löten,Dagermansgatan,Uppsala län,Sweden,Löten,bMO2dGVudXBwc2FsYSBsw6Ruc3dlZGVu,online,['/p2p/11YxTkeuixD7QZjoez9vpuaSFfZG6bMgkLVM1XWF7yEsHUAW1x7/p2p-circuit/p2p/112HhcdQytMGmT1sXfBYiJkR5JJy9iPDhuCNcsdte8QK4owsbcDr'],819610.0
18112,2020-10-23T11:44:58.000000Z,0.625,13v9kMn5p1a3Y5vqnPxzqfaiEhhrRBaMLYk7SmiN3pJEx1WmBpT,1,quaint-basil-horse,8c088661cb693ff,819509.0,819633,12.0,0.0,555213,819639,11NLdK4u57Yrn9u8JDC4kChrFieijFrbF9YEdazvsnNKsXPDrCc,18.035840599177686,59.333549076567465,Inedalsgatan,Stockholms län,SE,Kungsholmen,Inedalsgatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/78.82.220.192/tcp/44158'],819618.0
18175,2020-10-21T18:54:46.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,merry-eggplant-worm,8c0886618db1bff,819589.0,819639,12.0,0.0,552607,819639,11G2s6iHa59Lfr1TSUdvR5ZDKyouWXn3FmWZAquAcPwmPQD33jy,18.06609436390147,59.317417544127856,Bellmansgatan,Stockholms län,SE,Södermalm,Bellmansgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/145.14.104.83/tcp/44158'],819611.0
18177,2020-10-21T18:25:25.000000Z,0.2083282470703125,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,3,blunt-grape-seagull,8c088661a2883ff,819554.0,819633,12.0,0.0,552582,819639,11EAZ1cCzcg2Re5NvitvXqh1Yt2SL7qBwYUQv4v4UEsdvDUZKEf,18.11818514933216,59.31288418072408,Kvarnholmsvägen,Stockholms län,SE,Nacka,Kvarnholmsvägen,Stockholms län,Sweden,Nacka,bmFja2FzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/46.59.98.99/tcp/44158'],819580.0
18189,2020-10-21T05:27:13.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,stale-chiffon-caribou,8c08866193535ff,819418.0,819619,12.0,0.0,551778,819639,11u7CmhyEjGiPaEWwg6v7BFhkA2C5Q7EAcCaK2Qz4RBJdtxbEHi,18.111589959746514,59.34588510213912,Öregrundsgatan,Stockholms län,SE,Östermalm,Öregrundsgatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/85.229.16.192/tcp/44159'],819607.0
18228,2020-10-20T17:52:42.000000Z,1.0,14DXurfTM8ZRek6msvJWNGzpzCV836cu31Xw67zf8QJG9UtfQLV,1,docile-ash-monkey,8c1f05ba2c28bff,819448.0,819498,12.0,0.0,551007,819639,112UegUb83wGaT2mMyBDcSb1G2fzBfC8C4gHXee3jet9oj1iFrtX,12.97623138495831,55.61332223965413,Lilla Varvsgatan,Skåne län,SE,Hamnen,Lilla Varvsgatan,Skåne län,Sweden,Hamnen,aGFtbmVuc2vDpW5lIGzDpG5zd2VkZW4,online,['/ip4/78.70.177.207/tcp/14204'],819615.0
18315,2020-10-19T18:45:34.000000Z,0.625,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,furry-malachite-bird,8c088661932ebff,819474.0,819619,12.0,0.0,549559,819639,112WRUNwH7TBQvxguSPPqX9Mb2vjgs6ejZqxkr6UmrRSjyVm3zRH,18.106543634586124,59.34542047719206,Kampementsgatan,Stockholms län,SE,Östermalm,Kampementsgatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/81.226.100.38/tcp/44158'],819563.0
18414,2020-10-18T10:29:22.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,soft-syrup-dinosaur,8c0886602cb69ff,819630.0,819630,12.0,0.0,547910,819639,11aJY8kLK4ndLVzFdifYUuE7m27MqYCv69Fp8G7DqjbX7WAbk8L,17.990301293685828,59.31502957451354,Ekensbergsvägen,Stockholms län,SE,Hägersten-Liljeholmen,Ekensbergsvägen,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/37.46.191.28/tcp/48248'],819612.0
18592,2020-10-15T17:04:41.000000Z,0.625,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,able-slate-dragonfly,8c088661eacb3ff,819598.0,819619,12.0,0.0,544587,819639,11CG4rXtYzqmt69RNpkhRBWELKvgXQoHQ9aucwT6VqmJfEmiVLs,18.06722032957647,59.316149940950666,Maria Prästgårdsgata,Stockholms län,SE,Södermalm,Maria Prästgårdsgata,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/94.255.219.55/tcp/44158'],819615.0
18607,2020-10-15T05:56:57.000000Z,1.0,14inhtM57SDS6QL6KLPVQYYcUSZGD7xjB7hndQm6aq8Z67i5u3e,2,rough-taffy-mammoth,8c08866033133ff,819447.0,819633,12.0,0.0,544021,819639,112AHwrpjw7soyDBcEwN51kt7YZ9mNEPgoCAHrFFK6jYDoAYtgMF,18.02836408892486,59.342113283011344,Tomtebogatan,Stockholms län,SE,Norrmalm,Tomtebogatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/83.209.200.206/tcp/44159'],819600.0
18632,2020-10-14T21:07:21.000000Z,1.0,14KbLYpzdnEtzJPGLZLdJVKJcYUts2nJ8VEE85F4jXhUj6Gx9dG,1,sour-orange-anteater,8c0880d8a39c1ff,819445.0,819619,12.0,0.0,543585,819639,1124BZtA4YPR6WQPszmxVTaaJE8mGZv9QXA1JZfQkJMEsbeX3pMv,17.659814498199864,59.87855348744567,Albert Engströmsgatan,Uppsala län,SE,Gränby,Albert Engströmsgatan,Uppsala län,Sweden,Gränby,Z3LDpG5ieXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/p2p/11tKvvpYDVooDFS5cbBLVY65HJR1AbkheLsE24AZcsFJv3GQE5W/p2p-circuit/p2p/1124BZtA4YPR6WQPszmxVTaaJE8mGZv9QXA1JZfQkJMEsbeX3pMv'],819609.0
18636,2020-10-14T20:45:11.000000Z,0.625,14n2xVYjsQTLY6N5ANnzLPoALm7H49myx1Vhz2DohivT64Nz7qd,1,scruffy-seafoam-worm,8c088661a871dff,819604.0,819633,12.0,0.0,543566,819639,11ba9oogMkHXGecmDSwHDSCodBFuXHwAVLq5GN9WrbPGZfx8Zoh,18.088957033281893,59.313324619979,Folkungagatan,Stockholms län,SE,Södermalm,Folkungagatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/213.163.139.179/tcp/14583'],819614.0
18677,2020-10-14T10:58:36.000000Z,0.5,14inhtM57SDS6QL6KLPVQYYcUSZGD7xjB7hndQm6aq8Z67i5u3e,2,odd-teal-parrot,8c088660328d7ff,819450.0,819633,12.0,0.0,543065,819639,112ZKkBJbQGj3jzbuvmypiVzngcmZWCaQbnXWytFnYV6CG3UNLZa,18.037055481807332,59.34185971829669,Torsgatan,Stockholms län,SE,Norrmalm,Torsgatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/89.253.75.185/tcp/44159'],819614.0
18798,2020-10-12T14:45:09.000000Z,0.8333282470703125,132Cxq3DeiaG7L9HpFqw3rmAg57V282qsibidHpHzyCyJX7w2d9,2,skinny-strawberry-weasel,8c1f05b8409c7ff,819537.0,819587,12.0,0.0,540830,819639,11295SzApYcM5XbKw4ZDyHG2FK7jEPFvZnqotn2rXqX8AwZ9Vcju,13.005739995836036,55.59255579074227,Södra Förstadsgatan,Skåne län,SE,Rådmansvången,Södra Förstadsgatan,Skåne län,Sweden,Rådmansvången,csOlZG1hbnN2w6VuZ2Vuc2vDpW5lIGzDpG5zd2VkZW4,online,['/p2p/112MqrP9bPNShSQPjpSoKFBQPxL4Jd4hmfh1jpCJzYRDm1s9Vmh3/p2p-circuit/p2p/11295SzApYcM5XbKw4ZDyHG2FK7jEPFvZnqotn2rXqX8AwZ9Vcju'],819609.0
18915,2020-10-10T11:50:56.000000Z,1.0,132xFucrG2mjiJAwYmvgoXRh4nMGt8oYh2X8sYLcUPfsCniBHs2,1,energetic-peach-mandrill,8c1f05ba359c7ff,819425.0,819476,12.0,0.0,538232,819639,11hfH5AQCf35eRb8xjhz3AiLM6WcYtHq92hD32gQNztsa927Bj9,13.00976841795395,55.60685498508919,Norregatan,Skåne län,SE,Malmö,Norregatan,Skåne län,Sweden,Malmö,bWFsbcO2c2vDpW5lIGzDpG5zd2VkZW4,online,['/ip4/84.217.33.59/tcp/3966'],819615.0
18921,2020-10-10T09:57:29.000000Z,0.3205108642578125,14YXyXiPFCgfbv3eRAoD4rowuNzJsFUp49JiEutR3e32kVDDW9D,1,curved-coffee-aardvark,8c088661b486dff,819310.0,819360,12.0,0.0,538136,819639,11DGj3JFW7xiB8skRSfqESibFtGAgd2hRYj5nAPMaGVW5spPHT2,18.127138192560416,59.31632843126583,Finnboda Kajväg,Stockholms län,SE,Nacka,Finnboda Kajväg,Stockholms län,Sweden,Nacka,bmFja2FzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/83.255.62.26/tcp/44158'],819419.0
18956,2020-10-09T15:49:02.000000Z,1.0,14SiXdBfQT15p43yGuHRFwg9ynP3Fx8ELErkbAUH9H326mGtrA4,2,loud-blood-parakeet,8c0880ca48abbff,819636.0,819636,12.0,0.0,537189,819639,11CUkSgm1PK7bEYNQt9F4N9eo16b3jkSPWhAf1eeAvAU66X1utn,17.679264207483996,59.87824297076036,Storkällsvägen,Uppsala län,SE,Uppsala,Storkällsvägen,Uppsala län,Sweden,Uppsala,dXBwc2FsYXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/ip4/81.227.63.207/tcp/10202'],819590.0
18969,2020-10-09T12:49:12.000000Z,1.0,13SaBus2Z8sHqrG3SVzneKbXRrqB47KGjHi7zchdXyFLZEdU3gD,3,odd-cider-seal,8c08866020c2dff,819632.0,819636,40.0,9.0,537008,819639,11bfeQ2mhNuosidBCDL2vCDKEuYhxbX3ncqx7M25vJrSx7spC3N,18.00712775698545,59.32244479820836,Primusgatan,Stockholms län,SE,Kungsholmen,Primusgatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/85.230.76.217/tcp/29449'],819599.0
19017,2020-10-08T15:04:59.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,sharp-leather-llama,8c08866ad149bff,818661.0,818921,12.0,0.0,535683,819639,115c6oTaMyDbMf5dQS2odSgJUHVe2EUZpfs4wAyurM1rpJWFnZM,18.081052842410944,59.2971534026598,Arenavägen,Stockholms län,SE,Enskede-Årsta-Vantör,Arenavägen,Stockholms län,Sweden,Enskede-Årsta-Vantör,ZW5za2VkZS3DpXJzdGEtdmFudMO2cnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/11gG5NAyM3T9sQFFTwudaypatx82vt7BGhbE7ium3UEqyJXhQdk/p2p-circuit/p2p/115c6oTaMyDbMf5dQS2odSgJUHVe2EUZpfs4wAyurM1rpJWFnZM'],818898.0
19019,2020-10-08T14:57:30.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,hot-sky-gorilla,8c088661eb9b9ff,819488.0,819619,12.0,0.0,535676,819639,11mYfNFd8qaSqHWsjhPpJmXpDH597eBWZ9YF2FTAuidYenTFpB2,18.05850595798466,59.31279597047135,Fatburs Kvarngata,Stockholms län,SE,Södermalm,Fatburs Kvarngata,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/84.217.87.87/tcp/54446'],819618.0
19029,2020-10-08T13:05:15.000000Z,0.641021728515625,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,2,happy-bubblegum-meerkat,8c088661d7a49ff,819396.0,819453,12.0,0.0,535560,819639,11K9AwLkj4BPRFNvvPUThVSbG7eUoBmdnddNY6H9uDaeZSAGLfj,18.06981241377229,59.33549597435178,Lästmakargatan,Stockholms län,SE,Norrmalm,Lästmakargatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/11p84z9aEJKSV1uc4DHkmQykbs5cA4f9g2jtqczz9Z3JJy6pxit/p2p-circuit/p2p/11K9AwLkj4BPRFNvvPUThVSbG7eUoBmdnddNY6H9uDaeZSAGLfj'],819604.0
19032,2020-10-08T12:34:44.000000Z,0.5,14SiXdBfQT15p43yGuHRFwg9ynP3Fx8ELErkbAUH9H326mGtrA4,2,attractive-plum-turkey,8c0880d88786bff,819603.0,819619,12.0,0.0,535528,819639,112AKGW4qMeVcwBk2KpXCYo4StPPa7o6gp5iPN6Pu4Nv5HwKAxxh,17.64052544821732,59.886832256932784,Orvars väg,Uppsala län,SE,Gamla Uppsala,Orvars väg,Uppsala län,Sweden,Gamla Uppsala,Z2FtbGEgdXBwc2FsYXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/p2p/11m6VmaNgD5Lydit4q63WXu7LuJaFFnyGbcpWtHyNPRUwFNCUnk/p2p-circuit/p2p/112AKGW4qMeVcwBk2KpXCYo4StPPa7o6gp5iPN6Pu4Nv5HwKAxxh'],819621.0
19034,2020-10-08T11:50:59.000000Z,0.5,14SiXdBfQT15p43yGuHRFwg9ynP3Fx8ELErkbAUH9H326mGtrA4,3,orbiting-tin-worm,8c0880d886cdbff,819451.0,819510,12.0,0.0,535482,819639,11jFb17vD4uTtnufdirPgrDrTj12AqhxpafTNekFoVt5SnSD3pE,17.650839575964675,59.890478563854224,Leopoldsgatan,Uppsala län,SE,Nyby,Leopoldsgatan,Uppsala län,Sweden,Nyby,bnlieXVwcHNhbGEgbMOkbnN3ZWRlbg,online,['/p2p/11kuFceRozzPY94nDKzpEAT2E1icGaEj586XYkmgUKygCSXqM2m/p2p-circuit/p2p/11jFb17vD4uTtnufdirPgrDrTj12AqhxpafTNekFoVt5SnSD3pE'],819580.0
19041,2020-10-08T10:21:02.000000Z,1.0,14XDDqmtD8RCMEL4oxfrrfrg6qbno6TB9CMf5uHAuNtFZRy6H8i,1,suave-raisin-snake,8c1f05ba20419ff,,806566,12.0,0.0,535394,819639,11xPjD5mMokZvd5vspzv2un32wYURmALRz3zmUWL71S3y6ATCYN,12.994014372687062,55.61149156004324,Beijerskajen,Skåne län,SE,Hamnen,Beijerskajen,Skåne län,Sweden,Hamnen,aGFtbmVuc2vDpW5lIGzDpG5zd2VkZW4,offline,,
19042,2020-10-08T10:18:11.000000Z,0.5,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,silly-denim-barbel,8c0886600699bff,819534.0,819619,12.0,0.0,535391,819639,115yY9ZfYrR2Rk8eH4P94xnFYgJxyma8wM47MpmqhBLdXXPeUCY,18.000619214905267,59.333747910703494,Ola Hanssonsgatan,Stockholms län,SE,Kungsholmen,Ola Hanssonsgatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/113w5yng8ZfiteSLevXXapy9a5Tfnd9L1KpPCygrexU2RdNqUph/p2p-circuit/p2p/115yY9ZfYrR2Rk8eH4P94xnFYgJxyma8wM47MpmqhBLdXXPeUCY'],819613.0
19044,2020-10-08T10:14:23.000000Z,0.5,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,proud-chrome-albatross,8c08866006e4bff,819507.0,819633,12.0,0.0,535387,819639,11p2tMUW6k5j4ZS1N7JDe27WYV7tcKieuyxiBLC3gVyugij7DFg,17.99812966676574,59.33618652001511,Lidnersplan,Stockholms län,SE,Kungsholmen,Lidnersplan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/80.217.152.114/tcp/31068'],819602.0
19047,2020-10-08T10:01:03.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,faint-sapphire-buffalo,8c088660cca67ff,819451.0,819637,12.0,0.0,535373,819639,112jvCzQSsVAUs3BFsRsqbZMYu7oQ1xPW4e7NRyJCLRYx7JXhWY,18.010145772938397,59.3621455707568,Hagalundsgatan,Stockholms län,SE,Hagalund,Hagalundsgatan,Stockholms län,Sweden,Hagalund,aGFnYWx1bmRzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/31.211.221.57/tcp/24028'],819612.0
19049,2020-10-08T09:56:17.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,curly-taupe-okapi,8c088661cab33ff,819572.0,819636,12.0,0.0,535368,819639,11ZUEbuTNj8xhGvus3TFpAHQywvJGqBfNjj93P2R34RsN1NBZJh,18.040827440229506,59.32742277039679,Kungsholmstorg,Stockholms län,SE,Kungsholmen,Kungsholmstorg,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/82.183.24.104/tcp/47604'],819617.0
19104,2020-10-07T13:32:51.000000Z,0.641021728515625,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,2,handsome-blonde-guppy,8c0886618c16bff,819398.0,819555,12.0,0.0,534105,819639,11eht5bz29Aq3Pnn6ED2EQSRRGfCwpQyoAmKsgGWySG5ueJ9QMg,18.07019089064877,59.3187543848989,S:t Paulsgatan,Stockholms län,SE,Södermalm,Sankt Paulsgatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/192.176.228.116/tcp/34635'],819614.0
19214,2020-10-06T03:59:31.000000Z,1.0,13hZcW2J69JUK6vodvzR7PhA5BKNAgEUsi466WBbTw2EhAqVxej,2,best-violet-camel,8c1f2506ca8e9ff,,815397,12.0,0.0,531997,819639,11sMvHKA1vfpC2knWqP126SkTJ3afLrJc2hq5ucZYkfA21ReuQt,11.947086375016482,57.695675370249575,Nordostpassagen,Västra Götalands län,SE,Göteborg,Nordostpassagen,Västra Götalands län,Sweden,Göteborg,Z8O2dGVib3JndsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,offline,,534773.0
19313,2020-10-04T20:15:06.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,flat-shadow-terrier,8c08866025039ff,819503.0,819560,12.0,0.0,530014,819639,112BY42Xy78mG2yX2uSLTM3RKVtGF3w7Lz7J272AKctkSqLaKuT3,17.998915520032273,59.31615787277838,Bryggvägen,Stockholms län,SE,Hägersten-Liljeholmen,Bryggvägen,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/83.250.101.239/tcp/56120'],819618.0
19315,2020-10-04T20:09:26.000000Z,0.30487060546875,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,gorgeous-neon-cat,8c08866198ccdff,808295.0,817639,12.0,0.0,530008,819639,117dAW6r1qUScJomGgg8RYzRoH1vcR66Py5qvNDBkC3ouSJT6G6,18.093647173601077,59.34273788095709,Hedinsgatan,Stockholms län,SE,Östermalm,Hedinsgatan,Stockholms län,Sweden,Östermalm,w7ZzdGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,,808445.0
19329,2020-10-04T14:19:42.000000Z,0.48077392578125,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,zesty-steel-beaver,8c08866184b61ff,819409.0,819553,12.0,0.0,529640,819639,112pHdduqUEgYyJcYC5Eo4p3hWHKWFKwNkpA5A1SsATo41Gd56eY,18.08548171307734,59.31489810659451,Borgmästargatan,Stockholms län,SE,Södermalm,Borgmästargatan,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/77.53.218.55/tcp/44158'],819610.0
19372,2020-10-03T13:25:06.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,ancient-carob-kookaburra,8c088660365edff,819346.0,819633,12.0,0.0,528091,819639,112YSkmWMk42TYnwGqpRudJNj6w8tbZdfgjchgAgjGz9nrZGVhCE,18.03984895933156,59.33813576938409,Atlasgatan,Stockholms län,SE,Norrmalm,Atlasgatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/94.137.102.79/tcp/27610'],819618.0
19373,2020-10-03T13:20:26.000000Z,0.6097564697265625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,exotic-lime-gibbon,8c0886618c499ff,781696.0,812098,12.0,0.0,528086,819639,112K11ZDgWnareSDKUxFCA69cfyYvXqSMjnuqdSvdfZu889D52Te,18.07484872052301,59.32313284939263,Skeppsbron,Stockholms län,SE,Södermalm,Skeppsbron,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,[],781977.0
