,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,lng,lat,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
9523,2021-03-03T16:34:12.000000Z,1.0,13W2BQ5FxQEV4C3PR9nYEC6kywKfNYFFVmHo38UgpLxusX9buCd,1,witty-felt-walrus,8c08866117b05ff,819459.0,819636,12.0,0.0,744206,819636,11JXo5Z9bReAX7LQr5ktUD1joXAsj6JRdMykS7pMuEwzLSnf4R2,18.03142924844425,59.30297607806097,Sturehillsvägen,Stockholms län,SE,Hägersten-Liljeholmen,Sturehillsvägen,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/11bHPDxsLvcD6MdSrRRZFXxuD8DyE6Rzp1XEQzYgyAbYnh6xY1c/p2p-circuit/p2p/11JXo5Z9bReAX7LQr5ktUD1joXAsj6JRdMykS7pMuEwzLSnf4R2'],819614.0
9609,2021-03-02T19:11:35.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,muscular-juniper-mongoose,8c0886602a08dff,819593.0,819636,12.0,0.0,742938,819636,11biU1xucn5ah2yb9zQXeiEY7Vc6hLK5ndBJaSiq9smZHByMpu3,17.999660872645954,59.329762296758574,Orvar Odds väg,Stockholms län,SE,Kungsholmen,Orvar Odds väg,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/11oNmxJFUmpA2ir3KUadbUWjCNU4UEuQD8fN5Wbk6bYEgdP18NU/p2p-circuit/p2p/11biU1xucn5ah2yb9zQXeiEY7Vc6hLK5ndBJaSiq9smZHByMpu3'],819594.0
10106,2021-02-25T10:31:24.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,low-tan-penguin,8c08866f0d605ff,819547.0,819619,12.0,0.0,736005,819638,11MzpyepBWaASVVcL42J5qmCfLMrHfE2gTN9CrUpVLPuaxCbARJ,18.166100137031652,59.308999158240084,Romansvägen,Stockholms län,SE,Nacka,Romansvägen,Stockholms län,Sweden,Nacka,bmFja2FzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/44.140.47.150/tcp/44158'],819589.0
10221,2021-02-23T16:02:01.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,1,pet-sepia-lemur,8c0880d834a5dff,796187.0,797976,,,733449,819638,112fVEC6aeyjaMREdHjLBmkjKDiRshUQq3GnWn9X8u6i198AQi6,17.592422346179823,59.851806197614195,Flogstavägen,Uppsala län,SE,Flogsta,Flogstavägen,Uppsala län,Sweden,Flogsta,ZmxvZ3N0YXVwcHNhbGEgbMOkbnN3ZWRlbg,offline,,796387.0
10278,2021-02-21T10:58:32.000000Z,1.0,14iAq97ypapJwDrZfy9MwEL1kVHtPu19MWJXQWWm53AwAskP3pj,2,virtual-mercurial-crab,8c08b688ec9a5ff,819518.0,819569,12.0,0.0,729887,819638,11Xc4ugaJUT8UiKQfEFMyVTRwvCQ6Yhc4swtvwe95LehUqC3RRz,13.01032537735819,57.725243151637045,Vävlagargatan,Västra Götalands län,SE,Brämhult,Vävlagargatan,Västra Götalands län,Sweden,Brämhult,YnLDpG1odWx0dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/46.194.25.135/tcp/44158'],819598.0
10301,2021-02-20T12:41:41.000000Z,1.0,13Wwpbanr8rMrGPBYajqDTHsScYJAVuXJwSP2hLD3nQk74Zm55y,3,zany-heather-rat,8c08866e014cdff,796369.0,796369,,,728667,819638,11ME7i7kh8wcPpbu7MrfBun6VWFQbzDkJM6jTKEYCRUHRjRn7MP,18.159708439813087,59.35942010740893,Vasavägen,Stockholms län,SE,Mosstorp,Vasavägen,Stockholms län,Sweden,Mosstorp,bW9zc3RvcnBzdG9ja2hvbG1zIGzDpG5zd2VkZW4,offline,,796391.0
10672,2021-02-09T16:12:53.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,passive-zinc-panther,8c08b615dab2bff,819592.0,819592,12.0,0.0,712300,819638,117HZoUQ4Ysq8H4qCnLV7gBpqWCekDEto7BZoFMcURuC5DFGrA3,13.428963314090588,57.85610537329985,Överstegränd,Västra Götalands län,SE,Timmele,Överstegränd,Västra Götalands län,Sweden,Timmele,dGltbWVsZXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112KW3WwX89B6yP7uqH4vjZ7dhq8EekjpoBNDDrch3kWu5FXxPBH/p2p-circuit/p2p/117HZoUQ4Ysq8H4qCnLV7gBpqWCekDEto7BZoFMcURuC5DFGrA3'],819602.0
10677,2021-02-09T10:26:20.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,sleepy-fern-turtle,8c08b6153c4d9ff,819408.0,819619,12.0,0.0,711909,819638,11iPxVjT2Tw5Dvp3QA1MRamE6y6ThTy4fUGx9rMAUrCfWoZ5ZJx,13.408247975929408,57.8028268561205,Prångenvägen,Västra Götalands län,SE,Ulricehamn,Prångenvägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,[],819609.0
10743,2021-02-08T14:34:42.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,able-pear-horse,8c08b602cdb4dff,819562.0,819619,12.0,0.0,710681,819638,11Fyoq2QqbGU3RXV7pYaX9VRFZg6Rh8RDnJQXKaFCHyY8B7TapG,13.420528164158615,57.781582252637016,Hasselvägen,Västra Götalands län,SE,Ulricehamn,Hasselvägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112bpmtUsVEeqnnra66vRF8r5aBFzL7cGRVRq5NxeT6c3QbZVXwM/p2p-circuit/p2p/11Fyoq2QqbGU3RXV7pYaX9VRFZg6Rh8RDnJQXKaFCHyY8B7TapG'],819597.0
10745,2021-02-08T13:57:44.000000Z,1.0,14d7XEZJTsFRytmSuj2Ldtx8WpNnNPwawdEv6yV7C4dLwuV6FYm,2,shambolic-marmalade-hippo,8c088675a50cdff,,816049,12.0,0.0,710644,819638,112dCUvdAgBRQ54FGJrReehX3h2fBZeVWaT6chyPVTXUKiV9uERN,17.957745813828215,59.407330630247436,Helenelund,Stockholms län,SE,Helenelund,Helenelund,Stockholms län,Sweden,Helenelund,aGVsZW5lbHVuZHN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,,716335.0
10746,2021-02-08T13:11:56.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,damp-cloth-tapir,8c08b61526d83ff,819548.0,819619,12.0,0.0,710601,819638,11AAvqmkhCDTvC14JB5HoKPMnm9V4yYkwupBzK8NDJFhrLLtmHR,13.419344985956853,57.78651232527579,Sanatorievägen,Västra Götalands län,SE,Ulricehamn,Sanatorievägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/213.200.174.169/tcp/59670'],819604.0
10840,2021-02-06T16:00:54.000000Z,0.3333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,trendy-coconut-shell,8c08b61536905ff,819495.0,819545,12.0,0.0,707895,819638,114sjGrDYEzMyTZpqipesxVAEkXSzLTTP523n83oCLPxNe8nmc6,13.432994926261706,57.799926148694524,Arrehagsvägen,Västra Götalands län,SE,Ulricehamn,Arrehagsvägen,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11z7V5iN2fm6yj96hvfgUm49VD3ZTq4RFw4MgWoW7C7vVnnEpP9/p2p-circuit/p2p/114sjGrDYEzMyTZpqipesxVAEkXSzLTTP523n83oCLPxNe8nmc6'],819618.0
10880,2021-02-05T16:31:21.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,1,salty-admiral-shark,8c0884a5c6365ff,819457.0,819507,12.0,0.0,706367,819638,112cWf6vmuXe9Fvaf2PeHxuMYj5Kh4qPao2duEwmdfZ5opZj9ttC,16.3137456903541,60.537746873610054,Stålgatan,Gävleborgs län,SE,Hofors,Stålgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,['/ip4/78.71.252.238/tcp/37376'],819618.0
10888,2021-02-05T14:56:55.000000Z,1.0,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,3,oblong-brunette-hamster,8c08b6a58b0e5ff,819528.0,819619,12.0,0.0,706261,819638,112SNjkT5d2DhhNeoSQDM7yLWwJKPkat1YrdiP1sU62R9AVgXy3L,13.549630292228986,58.179585582018305,Danska vägen,Västra Götalands län,SE,Bestorp-Anneborg,Danska vägen,Västra Götalands län,Sweden,Bestorp-Anneborg,YmVzdG9ycC1hbm5lYm9yZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11GAJpjCyfAyCy5ZH32io7usjxGEBCSstoJxsKHqca5mfqfw7vD/p2p-circuit/p2p/112SNjkT5d2DhhNeoSQDM7yLWwJKPkat1YrdiP1sU62R9AVgXy3L'],819615.0
10921,2021-02-04T22:55:02.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,basic-goldenrod-donkey,8c08862b1416dff,819594.0,819619,12.0,0.0,705202,819638,112JdxpFRjubARRgkXw2ghkwaRy8JSTNiaQ7Lv12xfuBbBtLN3TM,17.920999177099425,59.526500800639184,Holmvägen,Stockholms län,SE,Upplands Väsby Västra,Holmvägen,Stockholms län,Sweden,Upplands Väsby Västra,dXBwbGFuZHMgdsOkc2J5IHbDpHN0cmFzdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/85.228.46.22/tcp/44158'],819604.0
10950,2021-02-04T16:40:11.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,2,flaky-raspberry-parakeet,8c0884a5c81d7ff,819561.0,819611,12.0,0.0,704847,819638,112T38tgAse9LJ9ErAhb2JHkRrmc5A8zwwWvKgQRXPmHKhiE98yS,16.288207032327715,60.54210231179623,Smålandsgatan,Gävleborgs län,SE,Hofors,Smålandsgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,['/p2p/112D6bNyMnCoicNNn2vePYmDbKga5sUDzV3rppHMHA4Ldqoit3Mv/p2p-circuit/p2p/112T38tgAse9LJ9ErAhb2JHkRrmc5A8zwwWvKgQRXPmHKhiE98yS'],819579.0
10999,2021-02-03T18:26:13.000000Z,0.3333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,quick-sapphire-liger,8c08b615370adff,819457.0,819633,12.0,0.0,703633,819638,11bQNxMiMgoVGhaLvvF6VNPzfbqLo9twz144kbzoG5FxyY5hQjB,13.425697519649114,57.803074054520096,Stenmursgatan,Västra Götalands län,SE,Ulricehamn SO,Stenmursgatan,Västra Götalands län,Sweden,Ulricehamn SO,dWxyaWNlaGFtbiBzb3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11GP9eXcmSbLA6Ggb2aMNvaTkdCwE7iJXDb2cNFy2ntyH2yAM8F/p2p-circuit/p2p/11bQNxMiMgoVGhaLvvF6VNPzfbqLo9twz144kbzoG5FxyY5hQjB'],819618.0
11002,2021-02-03T17:32:41.000000Z,0.3333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,hidden-topaz-cougar,8c08b61536695ff,819554.0,819619,12.0,0.0,703575,819639,11r3qBKtv82Zsgg8zxWNV8wg2mnt7R2BwfFoofNsVyLzBHeKsD8,13.43199254167961,57.806607483404065,Tåmarksgatan,Västra Götalands län,SE,Ulricehamn SO,Tåmarksgatan,Västra Götalands län,Sweden,Ulricehamn SO,dWxyaWNlaGFtbiBzb3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/81.234.116.176/tcp/44158'],819618.0
11008,2021-02-03T15:56:58.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,dancing-green-haddock,8c08b602c8707ff,819553.0,819603,12.0,0.0,703462,819639,112q8rTqZotzh5HX3YjdYnZNPBu9UwTLre7djU8cWZ1SVuCn4U5e,13.42355623008939,57.79304327677118,Riddarebacken,Västra Götalands län,SE,Ulricehamn,Riddarebacken,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/81.234.161.191/tcp/44158'],819595.0
11012,2021-02-03T14:33:14.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,bubbly-foggy-hamster,8c08b615d3769ff,819460.0,819510,12.0,0.0,703376,819639,112jWCz1p7J2M3rXW3FdqEi1HBPrQYWeWZ87DB2ASmidjUKRMKAF,13.436031374606145,57.85867285613787,Sjätte ringvägen,Västra Götalands län,SE,Ulricehamn NO,Sjätte ringvägen,Västra Götalands län,Sweden,Ulricehamn NO,dWxyaWNlaGFtbiBub3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/112gAjKrsQL3nJ4cN3XeVSUarXoXX5ZyN5BQwNQ2WuqsX1odbFag/p2p-circuit/p2p/112jWCz1p7J2M3rXW3FdqEi1HBPrQYWeWZ87DB2ASmidjUKRMKAF'],819611.0
11020,2021-02-03T08:31:10.000000Z,0.5,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,gentle-concrete-swallow,8c08b688ec091ff,819483.0,819533,12.0,0.0,703072,819639,112uMtzhUEfEV3z1SjuTSKLY1PXJY2tHhorFEPR2SeW9aCJgR2dM,13.006740223703558,57.72901438422663,Aspgatan,Västra Götalands län,SE,Brämhult,Aspgatan,Västra Götalands län,Sweden,Brämhult,YnLDpG1odWx0dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/112vnvaphpWiGe7cgqVB2PDC7fgfiS5vdQG2AmMZF9pBPxNbrNYg/p2p-circuit/p2p/112uMtzhUEfEV3z1SjuTSKLY1PXJY2tHhorFEPR2SeW9aCJgR2dM'],819589.0
11021,2021-02-03T08:07:22.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,flat-taffy-squid,8c088661dd8d5ff,819526.0,819633,12.0,0.0,703056,819639,11PStLNAtj8K8urXQJ9E9LHg5bmZ1EeZMDLtoULXZXyeTyNnnTN,18.048404972441542,59.333290899978216,Pipersgatan,Stockholms län,SE,Kungsholmen,Pipersgatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/112urckjdyBhA9yhCgQWMV8yEYk7BzZDRQgt3BewzNkmjMRt2eqc/p2p-circuit/p2p/11PStLNAtj8K8urXQJ9E9LHg5bmZ1EeZMDLtoULXZXyeTyNnnTN'],819615.0
11046,2021-02-02T18:53:52.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,glorious-metal-penguin,8c08b614e612dff,819577.0,819627,12.0,0.0,702237,819639,112opfusP3G3pXxUfz8s9fCDf59fE1SrspTZttf2UKYiUiCTvFkc,13.42448384638061,57.86426958659723,Björklövsvägen,Västra Götalands län,SE,Timmele,Björklövsvägen,Västra Götalands län,Sweden,Timmele,dGltbWVsZXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11DKUdnWooTLpeifBdhc1S3cGyh1hWpEbdjL6VDfTSEZvukSx52/p2p-circuit/p2p/112opfusP3G3pXxUfz8s9fCDf59fE1SrspTZttf2UKYiUiCTvFkc'],819597.0
11052,2021-02-02T18:30:28.000000Z,1.0,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,1,thankful-burgundy-cougar,8c08b6a580051ff,819567.0,819619,12.0,0.0,702209,819639,112TJsJAHqAuMKE7B4APxuqzaRW5uh9mYjHKoEfiXfzM4QXnzbKf,13.556901814082044,58.173449199696705,Wetterlinsgatan,Västra Götalands län,SE,Dotorp-Ranten,Wetterlinsgatan,Västra Götalands län,Sweden,Dotorp-Ranten,ZG90b3JwLXJhbnRlbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/188.148.75.201/tcp/49454'],819614.0
11076,2021-02-02T17:05:27.000000Z,1.0,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,1,zealous-gingham-dolphin,8c08b6a5d7b6bff,819421.0,819619,12.0,0.0,702108,819639,11YabtkKGH3YwbhDPSrRCf6M1iDEhjtL7dfuVYEELofuwjCiVUm,13.546034336671484,58.18283765674181,Mössebergsparken,Västra Götalands län,SE,Bestorp-Anneborg,Mössebergsparken,Västra Götalands län,Sweden,Bestorp-Anneborg,YmVzdG9ycC1hbm5lYm9yZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/78.73.132.172/tcp/44158'],819607.0
11079,2021-02-02T16:36:16.000000Z,0.46875,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,prehistoric-hazelnut-sheep,8c0886618422dff,819420.0,819633,12.0,0.0,702073,819639,116NWT7jS45AsQScyMSsonV3WzsKF4ojkUvaXG6JdCW1wv1uPsd,18.082757467712632,59.317868996099094,Renstiernas gata,Stockholms län,SE,Södermalm,Renstiernas gata,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112ajjjFMciKi1RqR7Ax1PTapuK7cTuseVGVCZTkJJMR6ipzfAZ1/p2p-circuit/p2p/116NWT7jS45AsQScyMSsonV3WzsKF4ojkUvaXG6JdCW1wv1uPsd'],819618.0
11114,2021-02-01T21:09:27.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,zesty-grey-chicken,8c1f25069010bff,819517.0,819567,12.0,0.0,700899,819639,11u4XLetGNzvkDDe15F74kWzK8Y2eFac1c6bLBtQhkdQzM8RxYp,11.995930638441274,57.6807554168605,Falkenbergsgatan,Västra Götalands län,SE,Krokslätt,Falkenbergsgatan,Västra Götalands län,Sweden,Krokslätt,a3Jva3Nsw6R0dHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/89.160.37.84/tcp/27478'],819618.0
11318,2021-01-29T09:33:56.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,1,gentle-iris-pigeon,8c0884a43495bff,819587.0,819637,12.0,0.0,696459,819639,11HXHhF7iEsQuritkLER7xoXW98tS45eCk8e8GRcoF7YVFoPXd8,16.286003403842955,60.5458414439726,Skolgatan,Gävleborgs län,SE,Hofors,Skolgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,[],819618.0
11366,2021-01-28T19:34:16.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,blunt-strawberry-halibut,8c08866110069ff,819478.0,819636,12.0,0.0,695768,819639,112uF9G76ZKi583BHzrroqHp4aCWFH5PD1zPQPfPxBD62ZgaAFa2,18.02076680600407,59.307598068966634,Nybohovsgränd,Stockholms län,SE,Hägersten-Liljeholmen,Nybohovsgränd,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/80.217.165.46/tcp/9289'],819615.0
11385,2021-01-28T12:21:36.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,5,early-banana-ostrich,8c0884a5cb28dff,819494.0,819544,12.0,0.0,695415,819639,11xqUST7ofaiFem3qHSmRWMJo649VMyvjGgbzw7RY9p6gjVjAje,16.29121106080991,60.54732488453908,Storgatan,Gävleborgs län,SE,Hofors,Storgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,['/p2p/112HZcxhp6adfTk4efupQqyffKdgx4YUwy84QfstUz2YTkH9oEJc/p2p-circuit/p2p/11xqUST7ofaiFem3qHSmRWMJo649VMyvjGgbzw7RY9p6gjVjAje'],819614.0
11387,2021-01-28T08:35:06.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,2,witty-burgundy-beaver,8c0884a437217ff,819517.0,819567,12.0,0.0,695214,819639,112Hspjpeg9yRqo1DPaCy7yGMcuGyg93ZXT9TzB8ZFk4piTLo7fL,16.28728973211265,60.553301531215745,Källgatan,Gävleborgs län,SE,Hofors,Källgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,['/ip4/78.73.162.237/tcp/32107'],819615.0
11481,2021-01-26T21:33:18.000000Z,0.6097564697265625,14YrxhGtHr3XxU91v1wA8umqV76ssjGmQMwwghS7YAEmZFgDmhE,1,steep-iron-elk,8c088661aca43ff,807293.0,814234,12.0,0.0,693450,819639,11qbA1F2SqR2HF8RBHq9ratpxxkSwFbGpjAZxXbdMzeCiMK5MoB,18.090741330062905,59.30324686130637,Hammarby allé,Stockholms län,SE,Södermalm,Hammarby allé,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,offline,,807465.0
11537,2021-01-26T14:02:01.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,damp-white-cricket,8c1f2506d8847ff,819422.0,819629,12.0,0.0,693055,819639,112638Zq4es37K1jcEVVLUU52ak52mxbpD8f73pHF9KXeqLtA6Rj,11.969925259451427,57.699906211698156,Vasaplatsen,Västra Götalands län,SE,Lorensberg,Vasaplatsen,Västra Götalands län,Sweden,Lorensberg,bG9yZW5zYmVyZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/188.149.57.121/tcp/22768'],819549.0
11538,2021-01-26T14:00:47.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,future-blue-bird,8c1f25a936f41ff,819369.0,819629,12.0,0.0,693054,819639,112F1CApqkMeCJjEjyicv88GLAEB8cBWuwetAkyAbUZP7xKRwXxS,11.9594066834696,57.701871869129114,Arsenalsgatan,Västra Götalands län,SE,Inom Vallgraven,Arsenalsgatan,Västra Götalands län,Sweden,Inom Vallgraven,aW5vbSB2YWxsZ3JhdmVudsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/83.253.185.161/tcp/61289'],819615.0
11540,2021-01-26T13:32:21.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,decent-eggplant-kitten,8c088660e6b35ff,819531.0,819627,12.0,0.0,693039,819639,1125mrnTKH7mRduLx5hxfCZRCv3kRULA3NKZ7DYMu1RTBLT8E58k,18.05771396882979,59.34939340868317,Ingemarsgatan,Stockholms län,SE,Norrmalm,Ingemarsgatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/89.160.98.215/tcp/24963'],819618.0
11541,2021-01-26T13:21:51.000000Z,0.625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,beautiful-berry-puma,8c088661c92b3ff,819449.0,819636,12.0,0.0,693030,819639,11cpWzMkaUuDNtrU8VcjnfSxnMnut8yA2mGdJKH2gb8Rkz6DUHi,18.021938041152904,59.32638212775878,Fyrverkarbacken,Stockholms län,SE,Kungsholmen,Fyrverkarbacken,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/116j3uVDZX6yKNyhXtuDUneZeNJ3GboAzTqycRnUxzstMNqTetg/p2p-circuit/p2p/11cpWzMkaUuDNtrU8VcjnfSxnMnut8yA2mGdJKH2gb8Rkz6DUHi'],819618.0
11542,2021-01-26T13:07:51.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,3,glamorous-frost-buffalo,8c088661525c1ff,819489.0,819636,12.0,0.0,693018,819639,11dYCk8MDbLjvw5khoeGNmjDGbsU3rrSUdNytEy63A5yjhd1tBY,17.996770219185784,59.31357017240462,Fregattvägen,Stockholms län,SE,Hägersten-Liljeholmen,Fregattvägen,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/80.217.137.217/tcp/1646'],819618.0
11544,2021-01-26T12:48:20.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,bubbly-chiffon-mole,8c1f2506d184bff,819505.0,819637,12.0,0.0,693002,819639,1125VYaSdk8hdoHrLU1zSZg98pEdWiKC1aUveGr4xUnhoEE4kKf3,11.970585620988837,57.69568327540717,Erik Dahlbergsgatan,Västra Götalands län,SE,Landala,Erik Dahlbergsgatan,Västra Götalands län,Sweden,Landala,bGFuZGFsYXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/212.73.177.10/tcp/44158'],819559.0
